-1.150	-0.110	8.612
-1.150	-0.005	8.588
-1.222	-0.053	8.545
-1.227	-0.134	8.415
-1.213	-0.182	8.731
-1.170	-0.206	8.559
-1.217	-0.115	8.616
-1.174	-0.144	8.573
-1.155	0.000	8.650
-1.122	-0.086	8.640
-1.304	-0.153	8.559
-1.189	-0.158	8.597
-1.141	-0.086	8.698
-1.194	-0.029	8.578
-1.265	-0.077	8.473
-1.189	0.019	8.444
-1.194	-0.153	8.578
-1.241	-0.110	8.583
-1.213	-0.048	8.698
-1.165	-0.048	8.578
-1.208	-0.134	8.545
-1.246	-0.115	8.679
-1.261	-0.091	8.631
-1.146	-0.134	8.588
-1.270	-0.033	8.506
-1.251	-0.100	8.607
-1.150	-0.072	8.535
-1.227	-0.096	8.592
-1.184	-0.091	8.626
-1.246	-0.115	8.497
-1.227	-0.067	8.487
-1.136	-0.033	8.664
-1.112	-0.062	8.631
-1.174	-0.067	8.707
-1.170	-0.167	8.573
-1.136	-0.086	8.650
-1.256	-0.062	8.636
-1.208	-0.072	8.717
-1.270	-0.067	8.640
-1.217	-0.110	8.683
-1.136	-0.081	8.813
-1.198	0.034	8.688
-1.304	-0.086	8.707
-1.208	-0.081	8.688
-1.198	-0.148	8.616
-1.198	-0.086	8.640
-1.194	-0.067	8.793
-1.203	-0.086	8.760
-1.198	-0.062	8.631
-1.203	-0.067	8.722
-1.227	-0.081	8.717
-1.232	-0.153	8.817
-1.217	-0.024	8.779
-1.174	-0.139	8.674
-1.141	-0.110	8.679
-1.241	-0.120	8.726
-1.256	0.010	8.707
-1.256	-0.105	8.803
-1.265	-0.048	8.631
-1.222	-0.134	8.755
-1.189	-0.043	8.616
-1.203	-0.072	8.741
-1.184	-0.024	8.703
-1.208	-0.120	8.612
-1.150	-0.091	8.726
-1.208	-0.105	8.741
-1.170	-0.077	8.803
-1.064	-0.010	8.750
-1.127	-0.129	8.688
-1.165	-0.038	8.803
-1.136	-0.014	8.755
-1.256	-0.033	8.837
-1.136	-0.129	8.703
-1.184	-0.120	8.559
-1.227	-0.048	8.770
-1.251	-0.139	8.674
-1.165	-0.043	8.707
-1.174	-0.096	8.636
-1.136	0.014	8.645
-1.165	-0.105	8.851
-1.174	-0.038	8.669
-1.146	-0.081	8.784
-1.232	-0.091	8.793
-1.198	-0.081	8.717
-1.170	-0.048	8.698
-1.198	-0.081	8.722
-1.208	-0.110	8.717
-1.265	-0.072	8.712
-1.136	-0.081	8.736
-1.146	-0.105	8.760
-1.184	-0.158	8.703
-1.136	-0.148	8.688
-1.198	0.048	8.784
-1.127	-0.081	8.616
-1.246	-0.086	8.683
-1.198	-0.091	8.851
-1.184	-0.091	8.770
-1.088	-0.100	8.827
-1.251	-0.072	8.707
-1.275	-0.033	8.650
-1.222	-0.067	8.626
-1.208	-0.038	8.698
-1.155	-0.091	8.770
-1.198	0.010	8.765
-1.203	-0.072	8.731
-1.165	-0.053	8.736
-1.251	-0.100	8.755
-1.174	-0.148	8.793
-1.227	-0.029	8.631
-1.222	-0.100	8.837
-1.170	-0.153	8.669
-1.131	-0.072	8.741
-1.208	-0.072	8.789
-1.213	-0.067	8.789
-1.174	-0.062	8.731
-1.256	-0.014	8.707
-1.189	-0.043	8.779
-1.227	-0.115	8.645
-1.203	-0.019	8.817
-1.265	-0.110	8.731
-1.198	-0.105	8.616
-1.170	-0.019	8.569
-1.256	-0.081	8.659
-1.174	-0.081	8.612
-1.232	-0.096	8.703
-1.194	-0.067	8.664
-1.141	-0.038	8.607
-1.217	-0.120	8.741
-1.155	-0.086	8.655
-1.174	-0.129	8.717
-1.194	-0.158	8.698
-1.203	-0.105	8.736
-1.194	-0.053	8.813
-1.194	-0.091	8.770
-1.217	-0.086	8.793
-1.328	-0.072	8.765
-1.160	-0.091	8.803
-1.227	-0.029	8.698
-1.170	0.235	8.703
-1.021	-0.158	8.793
-1.342	-0.167	8.765
-1.256	-0.077	8.717
-1.471	-0.636	8.770
-0.806	-0.689	8.640
-0.715	-0.325	9.148
-1.605	0.560	8.368
-0.729	0.579	8.865
-1.261	-0.201	8.923
-1.103	-0.033	8.698
-1.275	-0.139	8.741
-1.227	-0.206	8.875
-1.213	0.077	8.789
-1.189	0.024	8.880
-1.323	-0.148	8.669
-1.217	-0.048	8.793
-1.227	-0.029	8.736
-1.189	-0.105	8.884
-1.342	-0.077	8.707
-1.174	-0.010	8.731
-1.069	-0.091	8.612
-1.141	-0.062	8.774
-1.265	-0.038	8.717
-1.184	-0.110	8.674
-1.174	-0.062	8.717
-1.136	-0.129	8.774
-1.227	-0.115	8.746
-1.256	-0.100	8.717
-1.261	-0.029	8.722
-1.146	-0.029	8.813
-1.275	-0.033	8.793
-1.160	-0.081	8.707
-1.222	-0.053	8.760
-1.174	-0.048	8.621
-1.155	-0.110	8.755
-1.174	-0.134	8.693
-1.174	-0.096	8.793
-1.270	-0.153	8.750
-1.189	-0.100	8.813
-1.208	-0.033	8.770
-1.160	-0.134	8.645
-1.208	-0.014	8.837
-1.170	-0.134	8.664
-1.155	-0.062	8.674
-1.203	-0.005	8.655
-1.208	-0.081	8.875
-1.256	-0.139	8.731
-1.194	-0.086	8.760
-1.174	-0.120	8.712
-1.198	-0.086	8.741
-1.213	-0.062	8.669
-1.227	-0.120	8.669
-1.256	-0.110	8.774
-1.198	-0.077	8.927
-1.261	-0.038	8.789
-1.141	-0.110	8.875
-1.265	-0.100	8.803
-1.189	-0.067	8.770
-1.203	-0.053	8.822
-1.203	-0.005	8.564
-1.256	-0.067	8.865
-1.217	-0.115	8.683
-1.165	-0.091	8.712
-1.217	-0.067	8.722
-1.189	-0.081	8.712
-1.251	-0.033	8.549
-1.275	-0.110	8.770
-1.189	0.053	8.755
-1.040	0.215	8.530
-1.361	-0.110	8.640
-1.026	-0.019	8.726
-1.189	-0.196	8.741
-1.127	-0.148	8.717
-1.222	-0.043	8.621
-1.131	0.019	8.731
-1.189	-0.148	8.755
-1.098	-0.110	8.631
-1.217	-0.019	8.679
-1.227	-0.110	8.688
-1.112	-0.100	8.674
-1.150	-0.091	8.736
-1.184	-0.129	8.789
-1.203	-0.005	8.798
-1.208	-0.072	8.822
-1.122	-0.072	8.741
-1.232	-0.167	8.717
-1.213	-0.091	8.664
-1.170	-0.029	8.573
-1.155	-0.010	8.616
-1.208	-0.029	8.707
-1.146	-0.048	8.798
-1.170	-0.014	8.789
-1.122	-0.033	8.693
-1.112	-0.053	8.856
-1.160	-0.043	8.832
-1.198	-0.072	8.612
-1.222	-0.062	8.793
-1.127	-0.096	8.808
-1.251	0.014	8.712
-1.222	-0.077	8.741
-1.170	-0.134	8.779
-1.122	-0.038	8.736
-1.232	-0.077	8.784
-1.198	-0.105	8.798
-1.270	-0.033	8.645
-1.251	-0.005	8.616
-1.265	-0.100	8.698
-1.241	-0.134	8.827
-1.170	-0.105	8.669
-1.174	-0.014	8.884
-1.198	-0.144	8.750
-1.203	-0.048	8.746
-1.208	-0.077	8.688
-1.184	-0.038	8.865
-1.194	-0.072	8.645
-1.222	-0.053	8.750
-1.141	0.024	8.717
-1.203	-0.100	8.817
-1.155	-0.081	8.731
-1.227	-0.033	8.535
-1.165	0.019	8.774
-1.261	-0.100	8.760
-1.203	-0.115	8.750
-1.194	-0.053	8.827
-1.227	-0.062	8.698
-1.170	-0.043	8.760
-1.208	-0.072	8.774
-1.146	-0.077	8.741
-1.170	-0.105	8.755
-1.155	-0.110	8.765
-1.280	-0.072	8.640
-1.170	-0.100	8.655
-1.213	-0.158	8.808
-1.194	-0.077	8.770
-1.146	-0.048	8.693
-1.198	-0.062	8.779
-1.184	-0.134	8.860
-1.146	-0.014	8.889
-1.251	-0.144	8.746
-1.165	-0.115	8.880
-1.189	-0.096	8.760
-1.174	-0.105	8.659
-1.217	-0.081	8.722
-1.203	-0.029	8.894
-1.208	-0.038	8.760
-1.261	-0.134	8.664
-1.160	0.019	8.664
-1.270	-0.019	8.765
-1.127	-0.010	8.750
-1.217	-0.038	8.741
-1.256	-0.019	8.846
-1.208	-0.105	8.712
-1.194	-0.100	8.707
-1.227	-0.014	8.798
-1.122	-0.091	8.722
-1.103	-0.062	8.650
-1.198	0.010	8.674
-1.261	-0.043	8.746
-1.203	-0.086	8.717
-1.146	-0.019	8.784
-1.112	-0.077	8.698
-1.227	-0.100	8.793
-1.222	0.000	8.770
-1.184	-0.182	8.851
-1.194	-0.129	8.817
-1.232	-0.010	8.655
-1.217	-0.077	8.631
-1.246	-0.029	8.760
-1.141	-0.019	8.746
-1.155	-0.038	8.679
-1.256	-0.172	8.736
-1.184	-0.100	8.837
-1.208	-0.100	8.808
-1.194	-0.081	8.703
-1.217	-0.048	8.655
-1.227	-0.043	8.746
-1.146	-0.086	8.712
-1.079	-0.043	8.726
-1.184	-0.038	8.774
-1.246	-0.081	8.679
-1.251	-0.019	8.597
-1.270	-0.033	8.712
-1.203	-0.067	8.693
-1.112	-0.100	8.837
-1.194	-0.100	8.703
-1.146	-0.062	8.688
-1.217	-0.134	8.784
-1.170	-0.067	8.669
-1.217	-0.081	8.870
-1.222	-0.091	8.827
-1.165	-0.105	8.717
-1.141	-0.077	8.779
-1.146	-0.048	8.731
-1.122	-0.081	8.765
-1.194	-0.029	8.726
-1.170	-0.053	8.923
-1.189	-0.091	8.731
-1.198	-0.091	8.813
-1.165	-0.129	8.746
-1.170	-0.062	8.789
-1.265	-0.129	8.808
-1.127	-0.100	8.655
-1.107	-0.091	8.817
-1.227	-0.062	8.693
-1.160	-0.062	8.664
-1.213	-0.062	8.674
-1.208	-0.086	8.899
-1.131	-0.033	8.755
-1.232	-0.043	8.779
-1.155	-0.062	8.784
-1.217	-0.005	8.607
-1.093	-0.048	8.803
-1.170	-0.043	8.770
-1.184	-0.029	8.650
-1.146	-0.067	8.655
-1.203	-0.091	8.679
-1.208	-0.043	8.712
-1.227	-0.134	8.659
-1.170	-0.081	8.698
-1.136	-0.086	8.750
-1.141	-0.072	8.612
-1.146	-0.081	8.793
-1.146	-0.067	8.569
-1.232	-0.077	8.832
-1.217	-0.086	8.770
-1.136	0.029	8.712
-1.198	-0.010	8.693
-1.217	0.038	8.784
-1.261	-0.024	8.803
-1.270	-0.091	8.851
-1.127	-0.072	8.798
-1.289	-0.139	8.770
-1.174	-0.062	8.722
-1.256	-0.086	8.645
-1.203	-0.043	8.683
-1.227	-0.067	8.707
-1.189	-0.014	8.722
-1.213	-0.105	8.746
-1.275	-0.081	8.712
-1.189	-0.067	8.808
-1.136	-0.153	8.880
-1.170	-0.067	8.688
-1.198	-0.048	8.765
-1.265	-0.096	8.741
-1.194	-0.072	8.784
-1.227	-0.081	8.755
-1.203	-0.067	8.865
-1.174	-0.148	8.679
-1.189	-0.053	8.731
-1.261	-0.072	8.755
-1.170	-0.120	8.765
-1.208	-0.043	8.808
-1.251	-0.096	8.726
-1.184	-0.153	8.837
-1.170	-0.139	8.703
-1.198	-0.067	8.640
-1.213	-0.053	8.640
-1.150	-0.048	8.688
-1.060	-0.100	8.717
-1.141	-0.072	8.755
-1.208	0.000	8.798
-1.160	-0.129	8.827
-1.165	-0.062	8.707
-1.241	-0.048	8.674
-1.184	-0.010	8.731
-1.203	0.038	8.746
-1.155	-0.067	8.741
-1.136	-0.100	8.755
-1.160	-0.096	8.760
-1.208	-0.062	8.817
-1.194	0.000	8.741
-1.241	-0.100	8.837
-1.165	-0.072	8.760
-1.217	-0.148	8.827
-1.208	-0.115	8.770
-1.213	-0.077	8.746
-1.083	-0.105	8.784
-1.141	-0.038	8.750
-1.165	-0.019	8.659
-1.098	-0.153	8.707
-1.194	-0.086	8.722
-1.194	-0.062	8.837
-1.112	-0.086	8.827
-1.174	-0.067	8.703
-1.127	-0.081	8.784
-1.189	0.014	8.693
-1.160	-0.077	8.793
-1.203	-0.096	8.856
-1.184	-0.077	8.784
-1.155	-0.014	8.674
-1.227	0.086	8.808
-1.189	-0.196	8.755
-1.155	-0.091	8.717
-1.160	-0.077	8.832
-1.203	-0.120	8.693
-1.136	-0.024	8.789
-1.184	-0.091	8.683
-1.155	-0.096	8.746
-1.160	-0.010	8.679
-1.203	-0.105	8.712
-1.241	-0.086	8.741
-1.165	-0.100	8.679
-1.146	0.019	8.707
-1.184	-0.091	8.770
-1.150	-0.172	8.894
-1.246	-0.129	8.870
-1.165	-0.077	8.813
-1.217	-0.019	8.693
-1.203	-0.014	8.880
-1.174	-0.100	8.736
-1.131	-0.038	8.674
-1.174	-0.053	8.707
-1.261	-0.024	8.674
-1.217	-0.091	8.755
-1.146	-0.062	8.865
-1.208	-0.148	8.765
-1.256	-0.144	8.789
-1.174	-0.043	8.717
-1.189	-0.158	8.741
-1.155	-0.067	8.698
-1.112	-0.014	8.726
-1.141	-0.062	8.750
-1.150	-0.014	8.817
-1.136	0.019	8.765
-1.189	-0.105	8.645
-1.160	-0.077	8.707
-1.160	-0.086	8.770
-1.213	-0.048	8.612
-1.141	-0.105	8.731
-1.146	-0.081	8.817
-1.241	-0.038	8.746
-1.251	-0.062	8.726
-1.217	-0.010	8.693
-1.069	-0.038	8.913
-1.165	-0.019	8.779
-1.127	-0.062	8.631
-1.227	-0.129	8.636
-1.222	0.024	8.707
-1.194	-0.038	8.659
-1.217	-0.129	8.765
-1.280	-0.100	8.674
-1.174	-0.033	8.803
-1.160	-0.120	8.722
-1.170	-0.029	8.827
-1.194	-0.086	8.731
-1.265	-0.110	8.588
-1.136	-0.086	8.717
-1.194	-0.067	8.784
-1.251	-0.110	8.741
-1.256	-0.091	8.726
-1.174	-0.091	8.774
-1.217	-0.019	8.631
-1.241	-0.053	8.650
-1.213	-0.062	8.683
-1.203	0.043	8.726
-1.155	-0.129	8.755
-1.246	-0.038	8.808
-1.213	-0.005	8.784
-1.189	-0.172	8.717
-1.251	-0.100	8.789
-1.256	-0.105	8.669
-1.208	-0.024	8.726
-1.165	-0.081	8.779
-1.160	-0.120	8.703
-1.227	-0.072	8.655
-1.246	-0.110	8.760
-1.141	-0.038	8.726
-1.241	-0.038	8.693
-1.198	-0.033	8.789
-1.198	-0.091	8.837
-1.103	-0.100	8.832
-1.256	-0.043	8.741
-1.208	-0.038	8.813
-1.323	-0.019	8.592
-1.189	-0.038	8.760
-1.184	-0.038	8.616
-1.217	-0.048	8.856
-1.170	-0.153	8.746
-1.131	-0.019	8.760
-1.213	-0.134	8.760
-1.146	-0.201	8.703
-1.208	-0.120	8.803
-1.203	-0.081	8.798
-1.251	-0.010	8.779
-1.208	-0.081	8.736
-1.165	-0.029	8.722
-1.189	-0.048	8.741
-1.232	-0.129	8.655
-1.122	-0.110	8.774
-1.227	-0.062	8.808
-1.213	-0.096	8.698
-1.174	-0.067	8.779
-1.189	-0.120	8.669
-1.194	-0.038	8.779
-1.136	-0.134	8.679
-1.208	-0.029	8.679
-1.141	-0.100	8.698
-1.198	-0.091	8.904
-1.146	-0.043	8.899
-1.198	-0.024	8.731
-1.198	-0.129	8.636
-1.160	-0.014	8.750
