0.015	0.005
-0.009	-0.012
-0.021	-0.029
-0.022	-0.024
-0.023	-0.024
-0.039	-0.024
-0.039	-0.016
-0.020	0.010
-0.004	0.032
0.010	0.036
0.005	0.024
-0.008	0.015
-0.015	0.015
-0.010	0.002
-0.004	-0.011
-0.007	-0.012
-0.012	0.009
-0.014	0.014
-0.023	0.021
-0.029	0.026
-0.021	0.023
-0.016	0.026
-0.013	0.035
-0.005	0.019
0.013	-0.004
0.016	-0.006
0.002	-0.020
-0.005	-0.018
-0.007	-0.006
0.007	-0.003
0.033	0.009
0.042	0.025
0.033	0.032
0.030	0.031
0.024	0.019
0.004	0.004
-0.018	-0.001
-0.029	0.007
-0.020	0.002
0.014	-0.001
0.046	0.012
0.056	0.016
0.054	-0.003
0.040	-0.008
0.013	0.002
-0.004	0.008
0.003	-0.002
0.013	-0.014
0.012	-0.022
0.007	-0.023
-0.007	-0.024
-0.018	-0.028
-0.009	-0.028
0.003	-0.012
-0.003	0.009
-0.015	0.044
-0.007	0.056
0.018	0.042
0.016	0.016
-0.004	-0.013
-0.023	-0.018
-0.033	-0.018
-0.032	-0.021
-0.022	-0.017
-0.008	-0.017
0.010	-0.024
0.039	-0.026
0.064	-0.019
0.067	0.000
0.053	0.025
0.034	0.024
0.010	0.008
0.002	0.006
0.004	-0.007
-0.008	-0.010
-0.009	-0.017
0.002	-0.013
-0.003	0.014
0.003	0.030
0.021	0.015
0.032	-0.017
0.037	-0.027
0.023	-0.027
-0.006	-0.023
-0.016	-0.029
-0.007	-0.027
-0.012	-0.014
-0.023	-0.003
-0.021	0.027
-0.013	0.037
-0.007	0.014
0.002	0.001
0.014	-0.001
0.016	0.006
0.013	-0.012
0.014	-0.035
0.002	-0.030
0.027	-0.036
0.149	-0.139
0.193	-0.167
-0.057	0.468
-0.330	1.018
-0.845	0.361
-0.954	-0.572
-0.336	-1.210
-0.021	-1.939
-0.259	-2.788
-0.638	-3.672
-0.865	-4.453
-0.943	-4.576
-0.833	-4.782
-0.444	-4.532
-0.085	-4.161
0.071	-4.140
0.089	-4.175
-0.171	-4.260
-0.444	-3.092
-0.424	-1.427
-0.165	0.392
0.049	1.463
0.112	1.607
0.020	1.932
0.018	2.408
0.070	2.553
0.146	2.095
0.495	1.828
0.873	1.924
1.098	1.993
1.209	2.087
1.080	1.839
0.854	1.489
0.778	1.476
0.770	1.524
0.544	1.516
0.157	1.503
-0.197	1.367
-0.454	1.142
-0.565	0.948
-0.545	0.759
-0.414	0.527
-0.256	0.318
-0.125	0.147
-0.035	0.029
0.008	-0.035
0.011	-0.022
-0.017	0.027
-0.044	0.088
-0.036	0.151
-0.014	0.181
0.006	0.185
0.023	0.182
0.009	0.192
-0.025	0.213
-0.046	0.219
-0.058	0.204
-0.059	0.201
-0.050	0.229
-0.028	0.257
-0.008	0.278
-0.014	0.300
-0.020	0.308
-0.018	0.291
-0.015	0.272
-0.025	0.262
-0.045	0.261
-0.057	0.261
-0.072	0.258
-0.082	0.253
-0.072	0.255
-0.051	0.259
-0.031	0.254
-0.015	0.259
-0.009	0.260
-0.012	0.258
-0.020	0.265
-0.011	0.275
0.014	0.281
0.027	0.268
0.011	0.248
-0.008	0.249
-0.027	0.247
-0.034	0.219
-0.032	0.209
-0.033	0.209
-0.026	0.216
-0.021	0.241
-0.014	0.256
0.000	0.246
0.008	0.218
0.002	0.192
-0.011	0.169
-0.018	0.150
-0.016	0.151
-0.019	0.161
-0.020	0.169
-0.013	0.176
0.006	0.190
0.020	0.210
0.013	0.226
0.009	0.229
0.010	0.213
0.015	0.180
0.015	0.154
0.014	0.144
0.011	0.131
0.003	0.120
0.003	0.120
0.002	0.125
0.001	0.135
0.011	0.141
0.017	0.136
0.017	0.128
0.013	0.121
0.004	0.134
-0.002	0.142
0.005	0.120
0.031	0.105
0.054	0.095
0.055	0.091
0.043	0.109
0.026	0.123
0.010	0.132
0.000	0.136
-0.016	0.123
-0.025	0.104
-0.015	0.087
0.001	0.077
0.011	0.052
0.011	0.038
0.005	0.051
0.003	0.064
0.008	0.079
0.015	0.090
0.033	0.091
0.056	0.076
0.056	0.073
0.042	0.074
0.011	0.072
-0.030	0.086
-0.045	0.105
-0.037	0.119
-0.029	0.100
-0.028	0.067
-0.029	0.052
-0.040	0.050
-0.044	0.053
-0.030	0.060
-0.010	0.066
0.009	0.059
0.027	0.053
0.037	0.049
0.059	0.043
0.068	0.043
0.044	0.051
0.019	0.059
0.002	0.065
-0.000	0.061
0.004	0.056
0.008	0.054
0.014	0.050
0.014	0.051
-0.004	0.071
-0.030	0.084
-0.044	0.074
-0.047	0.046
-0.042	0.029
-0.031	0.019
-0.021	0.022
-0.004	0.033
0.019	0.037
0.036	0.043
0.049	0.038
0.057	0.032
0.053	0.032
0.032	0.030
-0.002	0.034
-0.031	0.036
-0.049	0.026
-0.045	0.019
-0.029	0.024
-0.017	0.037
-0.002	0.033
0.018	0.020
0.027	0.026
0.031	0.040
0.029	0.050
0.012	0.047
-0.002	0.026
-0.007	0.003
-0.006	-0.001
0.001	-0.004
0.009	-0.009
0.011	0.001
0.003	0.022
