-0.904	0.392	8.697
-0.898	0.402	8.689
-0.904	0.410	8.692
-0.918	0.414	8.700
-0.929	0.409	8.704
-0.930	0.398	8.697
-0.922	0.398	8.681
-0.921	0.409	8.677
-0.908	0.415	8.708
-0.888	0.418	8.739
-0.887	0.430	8.751
-0.890	0.453	8.768
-0.881	0.455	8.778
-0.881	0.442	8.784
-0.897	0.435	8.780
-0.898	0.432	8.771
-0.880	0.434	8.752
-0.867	0.436	8.721
-0.872	0.433	8.704
-0.885	0.422	8.693
-0.885	0.417	8.692
-0.869	0.420	8.695
-0.864	0.416	8.689
-0.876	0.420	8.680
-0.885	0.420	8.689
-0.884	0.405	8.726
-0.887	0.395	8.752
-0.899	0.393	8.750
-0.916	0.402	8.747
-0.932	0.425	8.747
-0.934	0.448	8.741
-0.921	0.463	8.728
-0.898	0.460	8.723
-0.889	0.442	8.728
-0.895	0.425	8.729
-0.903	0.419	8.718
-0.902	0.419	8.704
-0.889	0.421	8.702
-0.876	0.418	8.704
-0.884	0.402	8.711
-0.904	0.394	8.711
-0.911	0.390	8.719
-0.908	0.396	8.735
-0.913	0.414	8.728
-0.912	0.435	8.718
-0.907	0.443	8.704
-0.909	0.437	8.682
-0.909	0.433	8.679
-0.916	0.422	8.701
-0.923	0.397	8.726
-0.928	0.372	8.725
-0.931	0.365	8.706
-0.933	0.369	8.694
-0.929	0.388	8.700
-0.922	0.417	8.703
-0.920	0.436	8.710
-0.917	0.432	8.723
-0.904	0.423	8.715
-0.892	0.417	8.705
-0.879	0.420	8.704
-0.873	0.430	8.709
-0.896	0.420	8.709
-0.934	0.403	8.718
-0.943	0.397	8.733
-0.938	0.399	8.733
-0.938	0.402	8.720
-0.933	0.407	8.711
-0.929	0.416	8.718
-0.932	0.420	8.724
-0.939	0.417	8.714
-0.942	0.410	8.709
-0.933	0.406	8.707
-0.899	0.402	8.701
-0.869	0.395	8.692
-0.860	0.386	8.688
-0.859	0.382	8.704
-0.857	0.391	8.715
-0.852	0.394	8.704
-0.842	0.403	8.700
-0.847	0.419	8.701
-0.871	0.418	8.697
-0.898	0.405	8.696
-0.911	0.390	8.681
-0.904	0.387	8.670
-0.897	0.391	8.672
-0.890	0.390	8.680
-0.879	0.398	8.684
-0.882	0.422	8.678
-0.900	0.423	8.684
-0.913	0.401	8.719
-0.921	0.390	8.744
-0.919	0.394	8.755
-0.915	0.407	8.762
-0.907	0.424	8.741
-0.903	0.426	8.711
-0.894	0.407	8.707
-0.877	0.404	8.712
-0.881	0.416	8.704
-0.892	0.419	8.703
-0.896	0.413	8.701
-0.877	0.404	8.698
-0.855	0.399	8.710
