-0.963	0.296
-3.051	0.937
-5.071	1.559
-6.531	2.002
-7.389	2.243
-7.782	2.335
-7.898	2.340
-7.884	2.295
-7.821	2.240
-7.778	2.203
-7.780	2.182
-7.805	2.171
-7.843	2.160
-7.901	2.153
-7.977	2.156
-8.060	2.156
-8.138	2.159
-8.202	2.169
-8.245	2.178
-8.271	2.177
-8.314	2.154
-8.372	2.141
-8.429	2.130
-8.500	2.096
-8.582	2.069
-8.657	2.059
-8.714	2.062
-8.762	2.073
-8.800	2.086
-8.837	2.093
-8.894	2.094
-8.959	2.073
-9.015	2.039
-9.049	2.026
-9.085	2.026
-9.137	2.020
-9.176	2.017
-9.200	2.019
-9.236	2.011
-9.281	1.998
-9.326	1.988
-9.358	1.973
-9.392	1.959
-9.441	1.959
-9.481	1.968
-9.517	1.959
-9.555	1.947
-9.595	1.938
-9.624	1.933
-9.654	1.938
-9.702	1.926
-9.760	1.903
-9.822	1.897
-9.863	1.894
-9.885	1.883
-9.908	1.878
-9.945	1.859
-9.959	1.822
-9.950	1.836
-9.949	1.872
-9.988	1.855
-10.098	1.822
-10.194	1.786
-10.232	1.767
-10.259	1.782
-10.275	1.799
-10.275	1.793
-10.290	1.767
-10.327	1.733
-10.345	1.715
-10.362	1.721
-10.402	1.716
-10.443	1.697
-10.472	1.683
-10.479	1.668
-10.478	1.670
-10.482	1.680
-10.523	1.655
-10.596	1.613
-10.611	1.606
-10.577	1.630
-10.582	1.631
-10.616	1.614
-10.658	1.601
-10.711	1.572
-10.759	1.548
-10.778	1.544
-10.792	1.541
-10.808	1.544
-10.810	1.553
-10.819	1.551
-10.816	1.539
-10.799	1.517
-10.785	1.485
-10.777	1.456
-10.789	1.433
-10.813	1.417
-10.838	1.402
-10.844	1.397
-10.830	1.411
-10.828	1.410
-10.834	1.385
-10.835	1.353
-10.850	1.338
-10.862	1.335
-10.872	1.327
-10.895	1.325
-10.924	1.330
-10.944	1.336
-10.950	1.324
-10.955	1.295
-10.947	1.274
-10.941	1.264
-10.954	1.247
-10.956	1.234
-10.950	1.224
-10.945	1.205
-10.933	1.177
-10.924	1.158
-10.912	1.148
-10.919	1.144
-10.941	1.141
-10.942	1.121
-10.940	1.101
-10.943	1.091
-10.937	1.079
-10.919	1.063
-10.884	1.053
-10.840	1.045
-10.825	1.045
-10.828	1.052
-10.831	1.045
-10.831	1.028
-10.822	1.004
-10.831	0.980
-10.850	0.960
-10.857	0.946
-10.838	0.942
-10.802	0.936
-10.766	0.930
-10.741	0.925
-10.746	0.922
-10.749	0.914
-10.719	0.895
-10.699	0.874
-10.685	0.856
-10.670	0.829
-10.670	0.806
-10.656	0.792
-10.624	0.779
-10.589	0.766
-10.558	0.757
-10.529	0.753
-10.486	0.759
-10.452	0.770
-10.453	0.771
-10.469	0.757
-10.470	0.726
-10.442	0.693
-10.391	0.671
-10.342	0.656
-10.328	0.641
-10.315	0.625
-10.272	0.617
-10.240	0.601
-10.226	0.574
-10.222	0.559
-10.219	0.559
-10.209	0.557
-10.188	0.545
-10.140	0.534
-10.099	0.521
-10.078	0.507
-10.059	0.496
-10.038	0.487
-10.006	0.475
-9.967	0.460
-9.921	0.447
-9.871	0.431
-9.838	0.430
-9.826	0.445
-9.807	0.446
-9.779	0.438
-9.745	0.420
-9.706	0.398
-9.690	0.374
-9.681	0.352
-9.626	0.347
-9.531	0.354
-9.475	0.342
-9.456	0.310
-9.417	0.295
-9.373	0.296
-9.348	0.300
-9.335	0.299
-9.299	0.268
-9.256	0.225
-9.221	0.190
-9.183	0.175
-9.166	0.181
-9.151	0.181
-9.124	0.173
-9.096	0.160
-9.048	0.149
-9.008	0.143
-8.989	0.129
-8.957	0.116
-8.905	0.125
-8.842	0.130
-8.789	0.114
-8.735	0.091
-8.673	0.075
-8.631	0.066
-8.611	0.054
-8.596	0.047
-8.567	0.034
-8.530	0.014
-8.493	-0.004
-8.438	-0.017
-8.372	-0.014
-8.325	-0.018
-8.287	-0.030
-8.254	-0.028
-8.224	-0.028
-8.200	-0.024
-8.160	-0.014
-8.118	-0.015
-8.095	-0.020
-8.050	-0.040
-7.989	-0.073
-7.913	-0.097
-7.827	-0.129
-7.768	-0.156
-7.745	-0.162
-7.732	-0.160
-7.690	-0.141
-7.639	-0.117
-7.596	-0.108
-7.547	-0.101
-7.487	-0.103
-7.424	-0.120
-7.366	-0.146
-7.318	-0.163
-7.281	-0.173
-7.235	-0.181
-7.182	-0.178
-7.122	-0.183
-7.062	-0.197
-7.028	-0.206
-6.999	-0.226
-6.954	-0.239
-6.915	-0.246
-6.869	-0.257
-6.819	-0.257
-6.758	-0.262
-6.699	-0.290
-6.674	-0.335
-6.652	-0.355
-6.598	-0.343
-6.525	-0.327
-6.465	-0.311
-6.427	-0.301
-6.395	-0.300
-6.361	-0.305
-6.309	-0.319
-6.241	-0.350
-6.205	-0.379
-6.175	-0.396
-6.113	-0.408
-6.038	-0.420
-5.966	-0.426
-5.903	-0.423
-5.858	-0.432
-5.840	-0.451
-5.839	-0.467
-5.813	-0.472
-5.765	-0.463
-5.722	-0.444
-5.666	-0.436
-5.595	-0.437
-5.535	-0.444
-5.470	-0.458
-5.400	-0.471
-5.346	-0.455
-5.322	-0.431
-5.315	-0.431
-5.281	-0.447
-5.239	-0.455
-5.208	-0.458
-5.164	-0.483
-5.099	-0.506
-5.024	-0.515
-4.968	-0.522
-4.931	-0.524
-4.900	-0.528
-4.862	-0.538
-4.818	-0.543
-4.785	-0.549
-4.757	-0.555
-4.712	-0.546
-4.646	-0.533
-4.577	-0.521
-4.521	-0.508
-4.495	-0.516
-4.471	-0.538
-4.411	-0.545
-4.349	-0.545
-4.298	-0.552
-4.259	-0.569
-4.241	-0.589
-4.222	-0.609
-4.194	-0.623
-4.159	-0.618
-4.102	-0.603
-4.043	-0.589
-4.002	-0.588
-3.936	-0.602
-3.870	-0.606
-3.825	-0.599
-3.785	-0.609
-3.740	-0.618
-3.688	-0.624
-3.642	-0.634
-3.595	-0.640
-3.561	-0.638
-3.551	-0.630
-3.532	-0.632
-3.498	-0.631
-3.454	-0.627
-3.405	-0.619
-3.341	-0.608
-3.275	-0.611
-3.240	-0.625
-3.211	-0.648
-3.165	-0.670
-3.111	-0.673
-3.073	-0.662
-3.062	-0.651
-3.038	-0.641
-2.988	-0.649
-2.943	-0.671
-2.911	-0.677
-2.875	-0.680
-2.833	-0.684
-2.791	-0.675
-2.765	-0.667
-2.767	-0.662
-2.767	-0.662
-2.725	-0.660
-2.669	-0.657
-2.638	-0.671
-2.604	-0.683
-2.567	-0.688
-2.516	-0.688
-2.464	-0.696
-2.436	-0.714
-2.417	-0.730
-2.395	-0.727
-2.361	-0.716
-2.332	-0.722
-2.301	-0.717
-2.251	-0.716
-2.197	-0.729
-2.167	-0.726
-2.147	-0.719
-2.113	-0.710
-2.078	-0.698
-2.047	-0.683
-2.019	-0.680
-2.000	-0.684
-1.972	-0.668
-1.957	-0.647
-1.960	-0.645
-1.952	-0.665
-1.926	-0.685
-1.889	-0.692
-1.856	-0.684
-1.826	-0.666
-1.811	-0.659
-1.769	-0.663
-1.703	-0.668
-1.658	-0.682
-1.615	-0.689
-1.577	-0.695
-1.545	-0.708
-1.526	-0.710
-1.509	-0.698
-1.498	-0.675
-1.490	-0.658
-1.470	-0.659
-1.441	-0.661
-1.407	-0.660
-1.385	-0.662
-1.381	-0.667
-1.383	-0.687
-1.383	-0.706
-1.384	-0.717
-1.371	-0.726
-1.338	-0.717
-1.298	-0.696
-1.258	-0.687
-1.216	-0.688
-1.182	-0.675
-1.165	-0.658
-1.161	-0.656
-1.148	-0.672
-1.122	-0.685
-1.112	-0.689
-1.103	-0.689
-1.079	-0.678
-1.048	-0.665
-1.026	-0.651
-1.018	-0.639
-1.021	-0.640
-1.031	-0.647
-1.024	-0.652
-0.999	-0.648
-0.977	-0.652
-0.954	-0.670
-0.934	-0.684
-0.915	-0.687
-0.883	-0.677
-0.859	-0.673
