ANCHOR: 1 TS: 7fbba9632b
ANCHOR: 2 TS: 0
ANCHOR: 3 TS: 0
ANCHOR: 4 TS: 0
-0.01	-0.01
-0.01	-0.01
0.00	0.01
0.01	0.01
0.02	-0.00
0.01	-0.00
0.01	-0.01
0.02	-0.01
0.03	-0.02
0.04	-0.03
0.03	-0.01
0.01	-0.01
-0.01	-0.01
-0.03	-0.00
-0.02	0.00
0.00	-0.00
0.02	-0.02
0.02	-0.02
0.01	-0.03
0.02	-0.05
0.03	-0.05
0.03	-0.04
0.03	-0.03
0.02	-0.02
0.01	-0.02
0.02	-0.02
0.01	-0.04
-0.01	-0.04
-0.01	-0.02
0.00	-0.01
0.01	-0.00
0.01	0.00
0.00	0.01
-0.01	-0.01
-0.00	-0.01
0.02	-0.01
0.02	-0.00
-0.00	0.00
-0.02	0.02
-0.03	0.02
-0.03	0.03
-0.02	0.04
-0.02	0.03
-0.02	0.01
-0.02	0.01
-0.00	0.01
0.02	-0.01
0.04	-0.01
0.04	0.00
0.02	0.02
0.00	0.02
0.00	0.01
-0.00	0.01
-0.00	-0.00
-0.01	-0.01
-0.02	-0.01
-0.02	-0.01
-0.01	-0.01
-0.01	-0.01
-0.00	-0.02
0.00	-0.02
0.00	-0.01
0.01	0.01
0.01	0.04
0.03	0.05
0.04	0.05
0.03	0.04
0.02	0.03
0.00	0.02
-0.01	0.01
0.00	0.01
0.03	0.01
0.04	0.01
0.02	0.02
0.01	0.02
0.02	0.02
0.02	0.00
0.02	-0.00
0.01	-0.00
0.01	-0.01
0.01	-0.02
0.03	-0.02
0.04	-0.01
0.03	-0.02
0.03	-0.02
0.02	-0.01
0.01	-0.02
0.00	-0.01
-0.00	0.00
0.00	0.01
0.01	0.02
0.01	0.01
0.00	0.00
-0.01	0.00
-0.00	0.00
0.01	0.01
0.01	-0.00
0.02	-0.01
0.03	-0.00
0.01	0.01
ANCHOR: 1 TS: 8e9e4a4db5
ANCHOR: 2 TS: 0
ANCHOR: 3 TS: 0
ANCHOR: 4 TS: 0
-0.01	0.02
0.00	0.01
0.01	-0.00
0.02	-0.00
0.03	0.02
0.02	0.03
-0.00	0.03
-0.00	0.02
0.01	0.02
0.01	0.05
0.02	0.05
0.01	0.05
0.00	0.05
0.02	0.03
0.03	0.01
0.05	-0.01
0.06	-0.03
0.05	-0.02
0.01	-0.00
-0.02	0.02
-0.02	0.03
-0.02	0.04
-0.01	0.05
-0.00	0.05
0.01	0.04
0.02	0.03
0.01	-0.01
0.00	-0.04
-0.00	-0.06
0.01	-0.04
0.04	-0.01
0.05	0.02
0.04	0.02
0.03	0.01
0.02	0.00
0.01	-0.00
-0.00	-0.01
-0.01	-0.01
-0.01	-0.01
0.02	0.00
0.04	0.03
0.06	0.04
0.06	0.03
0.06	0.02
0.04	0.02
0.02	0.03
0.01	0.04
0.00	0.04
0.00	0.02
-0.00	-0.01
0.01	-0.02
0.02	-0.03
0.02	-0.02
0.02	-0.01
0.02	0.01
0.03	0.04
0.03	0.05
0.02	0.04
0.01	0.04
0.00	0.04
0.00	0.04
0.01	0.04
0.00	0.03
-0.02	0.00
-0.04	-0.00
-0.06	0.00
-0.05	0.01
-0.03	0.00
-0.01	-0.00
0.01	-0.00
0.03	-0.01
0.04	-0.01
0.04	-0.03
0.02	-0.03
-0.00	-0.02
-0.02	0.00
-0.03	0.02
-0.03	0.02
-0.03	0.02
-0.03	0.02
-0.01	0.01
0.00	-0.00
0.00	-0.02
-0.01	-0.03
-0.02	-0.03
-0.01	-0.03
0.00	-0.04
-0.01	-0.03
-0.01	-0.01
0.00	-0.00
0.02	-0.01
0.04	-0.02
0.03	-0.02
0.01	0.00
-0.00	0.01
-0.01	0.01
0.01	0.01
0.02	0.03
0.03	0.04
0.04	0.03
ANCHOR: 1 TS: 9d80fa2edd
ANCHOR: 2 TS: 0
ANCHOR: 3 TS: 0
ANCHOR: 4 TS: 0
0.05	0.02
0.06	0.01
0.05	0.01
0.04	0.01
0.02	0.03
0.00	0.05
-0.01	0.04
-0.02	0.02
-0.01	-0.00
0.01	-0.02
0.03	-0.02
0.05	-0.01
0.04	-0.00
0.04	-0.01
0.04	-0.02
0.03	-0.02
0.02	-0.01
0.03	-0.00
0.02	0.00
0.02	0.00
0.03	0.01
0.05	0.02
0.08	0.02
0.08	0.01
0.05	-0.01
0.03	-0.02
0.01	-0.02
0.01	-0.01
0.02	0.01
0.03	0.03
0.04	0.04
0.03	0.04
0.02	0.03
0.01	0.01
0.01	-0.01
0.01	-0.02
0.00	-0.01
-0.02	-0.00
-0.04	-0.00
-0.04	-0.00
-0.03	0.01
-0.03	-0.00
-0.03	-0.02
-0.02	-0.03
-0.00	-0.02
0.10	-0.09
0.60	-0.64
1.04	-1.18
0.92	-1.14
0.42	-0.55
-0.06	0.32
-0.18	0.85
-0.07	0.85
0.38	0.60
0.67	0.27
0.24	0.08
-0.25	-0.02
-0.45	-0.10
-0.43	-0.03
-0.31	0.16
-0.28	0.34
-0.39	0.51
-0.36	0.63
-0.46	1.12
-0.98	-1.85
-1.13	-5.57
-0.44	-5.29
0.40	-3.65
